765;industrial_complex;5451.00;10.00;253.00;5.61;0
765;air_base;5508.56;10.00;299.84;0.53;0
765;bunker;5523.00;10.00;214.00;3.71;0
765;bunker;5497.00;10.00;261.00;1.56;0
765;bunker;5397.00;10.00;233.00;4.22;0
765;bunker;5408.00;10.00;263.00;0.60;0
765;bunker;5508.00;10.00;281.00;3.62;0
765;bunker;5476.00;10.00;290.00;0.00;0
765;bunker;5441.00;10.00;252.00;2.66;0
765;bunker;5468.00;10.00;268.00;5.33;0
765;bunker;5435.00;10.00;232.00;2.07;0
765;bunker;5427.00;10.00;237.00;3.27;0
765;bunker;5470.00;10.00;249.00;1.11;0
765;bunker;5525.00;10.00;207.00;2.67;0
765;bunker;5521.00;10.00;233.00;5.33;0
765;bunker;5435.00;10.00;268.00;1.72;0
765;bunker;5490.00;10.00;229.00;5.84;0
765;bunker;5510.00;10.00;241.00;1.12;0
765;bunker;5500.00;10.00;241.00;3.78;0
765;anti_air_building;5477.00;10.00;293.00;4.81;0
765;anti_air_building;5488.00;10.00;254.00;6.01;0
765;anti_air_building;5482.00;10.00;295.00;3.85;0
765;synthetic_refinery;5463.00;10.00;248.00;0.23;0
765;radar_station;5503.52;10.00;298.40;6.28;0
765;rocket_site;5500.22;10.00;299.57;4.45;0
765;nuclear_reactor;5491.00;10.00;300.00;2.30;0
763;arms_factory;5392.00;10.00;158.00;4.59;0
763;arms_factory;5345.00;10.00;164.00;2.43;0
763;arms_factory;5376.00;10.00;164.00;2.53;0
763;arms_factory;5370.00;10.00;177.00;0.37;0
763;arms_factory;5396.00;10.00;172.00;3.03;0
763;arms_factory;5349.00;10.00;151.00;4.59;0
763;industrial_complex;5402.00;10.00;168.00;0.98;0
763;industrial_complex;5344.00;10.00;175.00;5.10;0
763;industrial_complex;5384.00;10.00;158.00;0.03;0
763;industrial_complex;5361.00;10.00;180.00;3.04;0
763;industrial_complex;5342.00;10.00;143.00;0.88;0
763;industrial_complex;5362.00;10.00;177.00;3.54;0
763;air_base;5355.04;10.00;133.31;6.21;0
763;bunker;5352.00;10.00;142.00;2.60;0
763;bunker;5390.00;10.00;175.00;5.27;0
763;bunker;5363.00;10.00;160.00;3.10;0
763;bunker;5390.00;10.00;164.00;4.66;0
763;bunker;5361.00;10.00;130.00;1.04;0
763;bunker;5336.00;10.00;148.00;5.17;0
763;bunker;5360.00;10.00;183.00;5.27;0
763;anti_air_building;5406.00;10.00;168.00;0.60;0
763;anti_air_building;5359.00;10.00;146.00;3.62;0
763;anti_air_building;5394.00;10.00;163.00;0.00;0
763;synthetic_refinery;5341.00;10.00;164.00;2.66;0
763;radar_station;5366.08;10.00;138.59;3.31;0
763;rocket_site;5358.20;10.00;139.37;2.07;0
763;nuclear_reactor;5373.00;10.00;146.00;3.27;0
764;arms_factory;5282.00;10.00;138.00;3.03;0
764;arms_factory;5240.00;10.00;117.00;4.59;0
764;arms_factory;5290.00;10.00;135.00;0.98;0
764;arms_factory;5352.00;10.00;124.00;5.10;0
764;arms_factory;5327.00;10.00;112.00;0.03;0
764;arms_factory;5305.00;10.00;99.00;3.04;0
764;industrial_complex;5250.00;10.00;106.00;0.88;0
764;industrial_complex;5273.00;10.00;144.00;3.54;0
764;industrial_complex;5259.00;10.00;127.00;6.21;0
764;industrial_complex;5320.00;10.00;102.00;1.49;0
764;industrial_complex;5310.00;10.00;153.00;5.61;0
764;industrial_complex;5308.00;10.00;135.00;0.53;0
764;air_base;5243.97;10.00;110.29;4.66;0
764;bunker;5305.00;10.00;119.00;5.27;0
764;bunker;5243.00;10.00;103.00;3.11;0
764;bunker;5291.00;10.00;81.00;5.77;0
764;bunker;5297.00;10.00;104.00;3.61;0
764;bunker;5288.00;10.00;143.00;3.71;0
764;bunker;5306.00;10.00;103.00;1.56;0
764;bunker;5342.00;10.00;137.00;4.22;0
764;bunker;5281.00;10.00;142.00;0.60;0
764;bunker;5243.00;10.00;168.00;3.62;0
764;anti_air_building;5280.00;10.00;127.00;1.72;0
764;anti_air_building;5307.00;10.00;92.00;5.84;0
764;anti_air_building;5272.00;10.00;102.00;1.12;0
764;synthetic_refinery;5314.00;10.00;129.00;3.78;0
764;radar_station;5251.50;10.00;109.72;5.03;0
764;rocket_site;5248.24;10.00;113.80;4.29;0
764;nuclear_reactor;5295.00;10.00;148.00;5.85;0
762;naval_base;5418.00;9.73;196.00;-2.36;13407
762;naval_base;5489.00;10.00;173.00;-0.14;13385
762;naval_base;5480.00;10.00;210.00;-3.76;13407
762;naval_base;5428.00;9.50;176.00;-0.17;13385
762;naval_base;5455.00;10.00;217.00;-3.00;13407
762;coastal_bunker;5446.00;10.00;213.00;-3.00;0
762;coastal_bunker;5487.00;10.00;171.00;-0.14;0
762;coastal_bunker;5440.00;9.73;175.00;-0.17;0
762;coastal_bunker;5421.00;10.00;196.00;-2.36;0
762;coastal_bunker;5492.00;10.00;207.00;-3.76;0
762;dockyard;5402.00;10.00;193.00;-2.36;0
765;naval_base;5538.00;10.00;202.00;1.11;13398
765;naval_base;5498.00;9.73;219.00;-0.32;13407
765;naval_base;5417.00;10.00;270.00;-2.36;13408
765;naval_base;5466.00;9.50;236.00;0.14;13407
765;naval_base;5487.00;10.00;302.00;-3.41;13427
765;naval_base;5446.00;10.00;271.00;-3.14;13408
765;naval_base;5461.00;9.50;283.00;-2.68;13427
765;naval_base;5408.00;9.73;215.00;0.00;13407
765;naval_base;5511.00;10.00;252.00;-4.47;13398
765;naval_base;5487.00;9.50;226.00;-0.38;13407
765;naval_base;5517.00;10.00;238.00;-4.00;13398
765;naval_base;5501.00;10.00;262.00;1.33;13398
765;coastal_bunker;5521.00;10.00;282.00;1.23;0
765;coastal_bunker;5405.00;10.00;213.00;0.00;0
765;coastal_bunker;5492.00;9.50;224.00;-0.38;0
765;coastal_bunker;5518.00;10.00;241.00;-4.47;0
765;coastal_bunker;5526.00;10.00;231.00;-4.00;0
765;coastal_bunker;5535.00;10.00;199.00;1.11;0
765;coastal_bunker;5460.00;10.00;235.00;0.14;0
765;coastal_bunker;5442.00;10.00;271.00;-3.14;0
765;coastal_bunker;5508.00;10.00;268.00;1.33;0
765;coastal_bunker;5395.00;9.50;248.00;-2.36;0
765;coastal_bunker;5469.00;10.00;299.00;-2.68;0
765;coastal_bunker;5504.00;9.50;214.00;-0.32;0
765;dockyard;5489.00;9.73;305.00;-3.41;0
763;naval_base;5394.00;10.00;191.00;-2.52;13407
763;naval_base;5330.00;9.73;163.00;-2.62;13429
763;naval_base;5386.00;9.50;146.00;0.79;13385
763;naval_base;5358.00;10.00;190.00;-2.20;13429
763;naval_base;5370.00;9.50;134.00;1.21;13385
763;coastal_bunker;5360.00;10.00;189.00;-2.20;0
763;coastal_bunker;5405.00;9.73;160.00;0.88;0
763;coastal_bunker;5396.00;9.73;149.00;0.79;0
763;coastal_bunker;5365.00;10.00;134.00;1.21;0
763;coastal_bunker;5335.00;10.00;165.00;-2.62;0
763;dockyard;5385.00;9.73;146.00;0.79;0
764;naval_base;5305.00;9.73;153.00;-3.52;13429
764;naval_base;5238.00;10.00;108.00;-0.86;13428
764;naval_base;5354.00;9.50;120.00;0.69;13383
764;naval_base;5329.00;9.50;102.00;0.88;13383
764;naval_base;5267.00;10.00;142.00;-2.45;13392
764;naval_base;5244.00;10.00;169.00;-1.57;13392
764;naval_base;5293.00;9.50;78.00;0.97;13383
764;coastal_bunker;5257.00;9.73;129.00;-2.45;0
764;coastal_bunker;5240.00;9.73;121.00;-0.86;0
764;coastal_bunker;5320.00;10.00;99.00;0.88;0
764;coastal_bunker;5293.00;10.00;149.00;-1.89;0
764;coastal_bunker;5299.00;10.00;85.00;0.97;0
764;coastal_bunker;5355.00;9.73;121.00;0.69;0
764;coastal_bunker;5243.00;10.00;169.00;-1.57;0
764;dockyard;5321.00;9.73;99.00;0.88;0
